1	37
1	38
1	39
1	40
1	41
1	42
1	43
1	44
1	45
1	46
46	47
1	48
1	49
1	50
1	51
1	52
1	53
53	54
53	55
53	56
53	57
53	58
53	59
53	60
53	61
53	62
1	63
1	64
64	65
64	66
64	67
64	68
64	69
64	70
64	71
64	73
64	74
64	75
64	76
64	77
64	78
64	79
64	80
64	81
64	82
64	83
64	84
64	85
85	86
64	3864
64	87
1	88
88	89
88	90
88	72
88	91
88	3870
88	92
88	93
88	94
88	95
88	96
88	97
88	98
88	99
88	100
1	177
1	102
1	103
1	104
1	3850
3850	3851
3850	3852
3850	3853
3850	3854
3850	3855
3850	3856
3850	3857
3850	3858
3850	3859
1	3860
3860	3849
3860	103
3860	3862
3860	3863
1	3865
1	3867
1	3868
1	3869
1	3871
3872	107
3872	108
3872	109
3872	110
3872	111
3872	112
3872	113
3872	114
3872	115
3872	116
3872	117
3872	118
3872	119
3872	120
3872	121
3872	122
3872	123
3872	3875
3872	125
3872	3876
3872	127
3872	128
3872	3877
3872	3878
3872	129
129	130
129	131
3872	132
3872	133
3872	134
3872	135
3872	136
3872	137
3872	138
3872	139
139	140
139	141
139	142
3872	143
4	3879
4	3880
4	3881
4	3882
4	3884
4	3885
4	3886
4	3887
4	3888
4	3889
4	3890
4	170
4	3891
4	1297
4	164
4	167
4	3892
170	177
171	174
171	173
171	3893
171	3894
170	3951
170	175
170	3896
170	3897
170	220
171	3898
171	3899
171	3900
171	3901
171	3902
170	3903
170	238
170	239
170	246
170	247
170	265
170	274
170	280
170	281
170	282
170	176
170	329
170	332
170	330
163	334
170	337
170	331
170	3904
170	3905
170	3906
170	221
170	224
170	225
170	226
170	227
170	228
170	229
170	230
170	231
170	232
170	233
170	234
170	235
170	236
170	237
170	240
170	241
170	242
170	244
170	245
170	195
247	248
247	249
247	250
247	251
247	252
170	253
247	254
247	255
247	256
247	257
247	258
247	259
247	260
247	261
247	262
247	263
170	264
170	23
265	266
265	267
265	268
265	269
265	270
265	271
265	272
265	273
170	291
170	297
32	298
4	309
35	310
4	310
4	311
4	312
4	313
4	314
4	315
4	316
4	318
4	319
4	320
4	321
4	322
4	323
4	324
4	325
4	327
4	328
170	275
8	275
275	276
275	277
275	278
275	279
4172	32
32	300
32	3907
32	3908
32	3909
3907	3910
3907	3501
3910	3911
3910	3912
3910	3913
3907	3508
3508	3914
3508	3915
3508	3916
3908	299
3908	3917
3917	3918
3917	3919
3908	303
3908	301
3908	304
3908	3500
3909	3506
3909	3507
3909	305
3909	3921
3909	3920
3909	3509
32	3922
32	3923
32	3924
32	3925
32	3926
32	3927
32	3928
32	3929
32	3930
32	3931
32	3932
32	3933
32	3934
3942	3935
3942	3936
3942	3937
3942	3938
3942	3939
3942	3940
3941	180
3941	182
3941	179
3941	178
3942	190
3942	191
3942	192
3942	193
3942	194
3942	195
3942	196
3942	197
3942	198
3942	199
3942	200
3942	201
177	183
3941	184
3941	185
3941	186
3941	187
3941	188
3941	189
3941	181
177	3941
177	3942
3942	3943
3944	3945
3944	3946
3944	3947
3944	3948
3944	3949
3944	3950
3942	202
177	203
3951	208
3951	205
3951	206
3951	210
3951	211
3951	212
3951	213
3951	214
3951	215
3951	216
3951	218
170	317
170	336
170	326
170	335
3903	285
170	286
3903	287
170	288
3903	289
3903	290
3848	324
471	485
2785	485
491	492
491	493
491	494
6	495
6	497
6	498
6	499
6	500
6	501
6	502
6	504
6	505
6	471
1611	471
471	472
471	474
1810	1811
3848	3
3	145
3	146
3	147
3	148
3	150
3	151
275	151
3	153
3	154
3	155
3	156
3	157
3	158
3	159
3	160
30	3952
3952	3953
3952	3954
3952	3955
3952	3956
30	3957
30	3958
30	3959
30	3960
30	3961
30	3962
30	3963
30	3964
30	3965
30	3966
30	3967
30	3968
30	3969
30	3970
30	3971
30	3972
30	3973
30	3974
30	3976
30	3977
30	3978
3992	3979
3993	3980
3994	3981
3996	3983
3997	3984
3998	3985
4000	3987
4001	3988
4002	3989
4003	3990
4004	3991
30	3993
30	3994
30	3996
30	3997
30	3998
30	3999
30	4000
30	4001
30	4002
30	4003
30	176
30	4004
30	4005
30	4006
30	4007
30	4008
30	4009
30	4010
30	3365
30	3440
30	4011
30	4012
30	4013
30	4014
30	4015
30	4016
30	4017
30	4018
30	4019
30	4020
30	4021
30	4022
30	4023
30	4024
4024	4025
4024	4026
4024	4027
4024	4028
4024	4029
4024	4030
4024	4031
4024	4032
4024	4033
4024	4034
4034	4035
4034	4036
4034	4037
4024	4038
4024	4039
4039	4040
4039	4041
30	4042
4042	4043
4042	4044
4042	4045
30	4046
4046	4047
30	4048
30	4049
30	4050
30	4051
30	4052
30	4053
30	4054
4054	4055
4054	4056
4054	4057
30	4058
30	4059
30	4060
30	4061
4061	4062
4061	4063
4061	4064
4061	4065
30	3389
30	3391
30	3392
30	3393
30	3394
30	3395
30	3396
30	3397
30	3398
30	3399
30	3400
30	3402
30	3403
30	3404
30	3405
30	3406
30	3407
30	4066
30	4067
30	4068
30	4069
30	4070
30	4071
30	4078
30	4079
30	4080
30	4081
30	4082
30	4083
4083	4084
4083	4085
4083	4086
4083	4087
4083	4088
4083	4089
4083	4090
4083	4091
4083	4092
4083	4093
4083	4094
4083	4095
4083	4096
4083	4097
4083	4098
4083	4099
4083	4101
4083	4102
4083	4104
4083	4105
4083	4106
4083	4107
4083	4108
4083	4109
4083	4110
4083	4111
4083	4112
4083	4113
4083	4114
4083	4115
4083	4116
4083	4117
4083	4118
4083	4119
4083	4120
4083	4121
4083	4122
4083	4123
4083	4124
4083	4125
4083	4126
4083	4127
4083	4128
4083	4129
4083	4130
4083	4131
4083	4132
4083	4133
4083	4134
4083	4135
30	3220
30	4136
30	4138
30	4139
30	4140
30	4141
4141	4142
4141	4143
4141	4144
4141	4145
4141	4146
4141	4147
4141	4148
4141	4149
4141	4150
4141	4151
4141	4152
4141	4153
4141	4154
4141	4155
4141	4156
4141	4157
4141	4158
4141	4159
4141	4160
4141	4161
4141	4162
4141	4163
4141	4164
4	307
15	307
170	308
5	338
338	339
338	340
338	341
338	342
338	343
338	344
338	345
338	346
338	347
5	348
348	349
348	350
348	351
5	352
352	353
352	354
352	355
352	356
352	357
352	358
352	359
352	360
352	361
352	362
352	363
352	364
352	365
352	366
352	367
5	368
5	369
5	370
5	371
5	372
5	373
5	374
5	375
5	376
5	377
5	378
5	379
5	380
5	381
5	382
5	383
5	384
5	385
5	386
5	387
5	388
5	389
5	390
5	391
5	392
5	393
5	394
5	395
5	396
5	397
5	398
5	399
5	400
10	388
5	401
5	402
5	403
5	404
5	405
5	406
5	407
5	408
408	409
408	410
408	411
408	412
408	413
408	414
408	415
408	416
408	417
408	418
408	419
408	420
408	421
408	422
5	423
5	424
5	425
5	426
5	427
5	428
5	429
5	430
5	431
5	432
5	433
5	4171
5	434
5	435
5	436
5	437
5	438
5	439
5	440
5	441
5	442
5	443
443	444
443	445
443	446
443	447
443	448
443	449
443	450
443	451
443	452
443	453
443	454
443	455
443	456
443	457
443	458
443	459
443	460
443	461
443	462
443	463
443	464
443	465
6	466
6	467
6	468
6	469
6	470
471	475
471	476
476	477
476	478
476	479
476	481
471	483
471	484
33	171
7	506
7	507
7	508
7	509
7	510
7	511
7	512
7	513
7	514
7	515
7	516
7	517
7	518
7	519
7	520
7	521
7	522
7	523
7	524
7	525
7	526
7	527
7	528
7	530
7	531
7	532
7	533
7	534
7	535
7	536
7	537
7	538
7	539
7	540
7	541
7	542
7	543
7	544
7	545
7	546
7	547
7	548
7	549
7	550
7	551
7	552
7	553
7	554
7	555
7	556
7	557
7	558
7	559
7	560
7	561
7	562
7	564
7	565
7	566
7	567
7	568
7	569
7	570
7	571
7	572
7	573
7	574
7	575
7	576
7	577
7	578
7	579
7	580
7	581
7	582
7	583
7	584
7	585
7	586
7	587
7	588
7	589
7	590
7	591
7	592
7	593
7	594
7	595
7	596
7	597
7	598
7	599
7	600
7	601
7	602
7	603
7	604
7	605
7	606
7	607
7	608
7	609
609	610
7	611
7	612
7	613
7	614
7	615
7	616
7	617
7	618
7	619
7	622
7	623
7	624
7	625
7	626
7	627
7	628
7	629
7	630
7	631
7	632
7	633
7	634
7	635
7	636
7	637
7	638
7	639
7	640
7	641
7	642
7	643
7	644
7	645
7	646
7	647
7	648
7	649
7	650
7	651
7	652
7	653
7	654
7	655
7	656
7	657
7	658
7	659
7	660
7	661
7	662
7	663
7	664
7	665
7	666
7	667
7	668
7	669
7	670
7	671
7	672
7	673
7	674
7	675
7	676
7	677
7	678
7	679
7	680
7	681
7	682
7	683
7	684
7	685
7	686
7	687
7	688
7	689
7	690
7	691
7	692
7	693
7	694
7	695
7	696
7	697
7	698
7	699
7	700
7	701
7	702
7	703
7	704
7	705
7	706
7	707
7	708
7	709
7	710
7	711
7	712
7	713
7	714
7	715
7	717
7	718
7	719
7	720
4173	721
4173	722
4173	723
4173	724
4173	725
4173	726
4173	727
4173	728
4173	729
4173	730
4173	731
4173	732
4173	733
4173	734
4173	735
4173	736
4173	737
4173	738
4173	739
4173	740
4173	741
4173	742
4173	743
4173	744
4173	745
4173	746
4173	747
4173	748
4173	749
4173	750
4173	751
4173	752
4173	753
4173	754
4173	755
4173	756
4173	757
4173	758
4173	759
4173	760
4173	761
4173	762
4173	763
4173	764
4173	765
4173	766
4173	767
4173	768
4173	769
4173	770
4173	771
4173	772
4173	773
4173	774
4173	775
4173	776
4173	777
4173	778
4173	779
4173	780
4173	781
4173	782
4173	783
4173	784
4173	785
4173	786
4173	787
4173	788
4173	789
4173	790
4173	791
4173	792
4173	793
4173	794
4173	795
4173	796
4173	797
4173	798
4173	799
4173	800
4173	801
